Truck ID,Component Description,Category Group,Installation Date,Age (Days),Current Health (%),Projected 50% Date
30009633,filtro aire de cabina,CLUSTER_1,2025-06-06,369,30.0,2025-09-04
30011666,COMPONENTE 6MXT C-11666 (REM 1719),CLUSTER_5,2024-12-14,543,30.0,2025-03-09
30011666,Revision bomba de urea 11666,CLUSTER_5,2024-11-25,562,30.0,2025-02-18
30011667,SERVICIO DE MANTENIMIENTO PREVENTIVO 116,CLUSTER_5,2024-12-17,540,30.0,2025-03-12
30012223,DESEMPIEDRE DE CONCRETO GCC C10151-1.5,CLUSTER_5,2024-12-09,548,30.0,2025-03-04
30012223,Servicio preventivo 12223,CLUSTER_5,2024-11-14,573,30.0,2025-02-07
30012225,12 Pulgadas Tipo De Correa De Filtro De,CLUSTER_5,2025-01-21,505,30.0,2025-04-16
30012225,Atorn. impacto v.v.r 0-3000 ipm li-ion 2,CLUSTER_5,2025-01-14,512,30.0,2025-04-09
30012225,CABLE # 4,CLUSTER_5,2025-01-15,511,30.0,2025-04-10
30012225,Llave Filtro Aceite Mikel's Correa De Ny,CLUSTER_5,2025-01-21,505,30.0,2025-04-16
30012225,REMECHES,CLUSTER_5,2025-02-10,485,30.0,2025-05-06
30012225,RESORTES,CLUSTER_5,2025-02-10,485,30.0,2025-05-06
30012225,ZAPATAS,CLUSTER_5,2025-02-10,485,30.0,2025-05-06
30012226,DESEMPIEDRE DE CONCRETO GCC C440-1.5,CLUSTER_5,2024-12-09,548,30.0,2025-03-04
30012226,REMPLAZO DE SERVOCLUTCH 12226,CLUSTER_5,2024-12-11,546,30.0,2025-03-06
30012227,Reparacion de frenos Cr 12227,CLUSTER_5,2025-01-11,515,30.0,2025-04-06
30012227,Reparacion de transmision 12227,CLUSTER_5,2024-12-17,540,30.0,2025-03-12
30012227,SERVICIO PREVENTIVO 12227,CLUSTER_5,2024-12-11,546,30.0,2025-03-06
30012242,CABLE # 4,CLUSTER_5,2025-01-15,511,30.0,2025-04-10
30012242,FOCO 194 24V,CLUSTER_5,2025-01-15,511,30.0,2025-04-10
30012242,JUEGO DE CABLES DE CORRIENTE 5MTS (935),CLUSTER_5,2024-11-27,560,30.0,2025-02-20
30012242,MANGUERA HIDRAULICA 1/4 C-12241 (REM 174,CLUSTER_5,2025-02-13,482,30.0,2025-05-09
30012242,REPUESTO H-7 24 VOLT C-12242 (935),CLUSTER_5,2024-11-27,560,30.0,2025-02-20
30012242,SERVICIO DE GRUA Cr 12330/12242/6617,CLUSTER_5,2025-02-15,480,30.0,2025-05-11
30012243,Desponche externo REM 7669 CR7193,CLUSTER_5,2024-12-02,555,30.0,2025-02-25
30012243,Desponche externo REM 7687 - CR12243,CLUSTER_5,2024-12-02,555,30.0,2025-02-25
30012243,SERVICIO DE MANTENIMIENTO PREVENTIVO 122,CLUSTER_5,2024-12-17,540,30.0,2025-03-12
30012244,DESEMPIEDRE DE CONCRETO GCC 6602-2,CLUSTER_5,2024-12-09,548,30.0,2025-03-04
30012244,SERVICIO PREVENTIVO 12244,CLUSTER_5,2024-12-03,554,30.0,2025-02-26
30012245,Rockmaster /29ndn6 C-12245,CLUSTER_5,2024-11-15,572,30.0,2025-02-08
30012245,"servicio, remplazo de prensa y transmisi",CLUSTER_5,2024-11-25,562,30.0,2025-02-18
30012247,SERVICIO PREVENTIVO 12247,CLUSTER_5,2024-12-03,554,30.0,2025-02-26
30012248,CALIBRACION DE BOMBA SRC,CLUSTER_5,2024-11-21,566,30.0,2025-02-14
30012248,KITS DE BALATAS,CLUSTER_5,2024-11-21,566,30.0,2025-02-14
30012248,RECTIFICACION DE TAMBORES,CLUSTER_5,2024-11-21,566,30.0,2025-02-14
30012248,REMACHES DE ZAPATAS,CLUSTER_5,2024-11-21,566,30.0,2025-02-14
30012250,CAMBIO DE TRANSMISION 12250,CLUSTER_5,2024-11-21,566,30.0,2025-02-14
30012250,DESEMPIEDRE DE CONCRETO GCC C12250-1.000,CLUSTER_5,2024-10-14,604,30.0,2025-01-07
30012250,REMPLAZO DE BALATAS 12250,CLUSTER_5,2024-11-27,560,30.0,2025-02-20
30012250,SERVICIO PREVENTIVO 12250,CLUSTER_5,2024-12-11,546,30.0,2025-03-06
30012250,prensa 12250,CLUSTER_5,2024-11-21,566,30.0,2025-02-14
30012330,Atorn. impacto v.v.r 0-3000 ipm li-ion 2,CLUSTER_5,2025-01-14,512,30.0,2025-04-09
30012330,REACTIFICADO DE VOLANTE,CLUSTER_5,2025-02-15,480,30.0,2025-05-11
30012330,SERVICIO DE GRUA Cr 12330/12242/6617,CLUSTER_5,2025-02-15,480,30.0,2025-05-11
30012331,Chaqueta Para Soldador Híbrida Black Sta,CLUSTER_5,2025-01-14,512,30.0,2025-04-09
30012331,EMPACADO DE BOMBA HCA EATON 5423 DE CAMI,CLUSTER_5,2025-01-09,517,30.0,2025-04-04
30012331,MANGUERA HIDRAULICA 3/4 C-12331 (REM 173,CLUSTER_5,2025-02-13,482,30.0,2025-05-09
30012331,MANGUERA HIDRAULICA 3/4 C12331 (REM 1735,CLUSTER_5,2025-02-13,482,30.0,2025-05-09
30012331,SERVICIO DE MANTENIMIENTO PREVENTIVO 123,CLUSTER_5,2024-12-17,540,30.0,2025-03-12
30012829,SOLDO GANCHO DE CANALON PRINCIPAL  C - 1,CLUSTER_5,2024-12-26,531,30.0,2025-03-11
30012834,MANGUERA HIDRAULICA 1/4 C-12834 (REM 192,CLUSTER_5,2025-02-13,482,30.0,2025-05-09
30012836,ACEITE SINTETICO 15 LTS 12836,CLUSTER_5,2024-10-04,614,30.0,2024-12-28
30012836,ACEITE SINTETICO 26 LTS 12836,CLUSTER_5,2024-10-04,614,30.0,2024-12-28
30012837,Reparacion de tanque de agua camion #283,CLUSTER_5,2025-01-16,510,30.0,2025-04-11
30012857,CAMBIO DE TRANSMISION DE SITRAK 12857 A,CLUSTER_5,2025-01-14,512,30.0,2025-04-09
30012857,DISCOS PRENZA,CLUSTER_5,2025-01-14,512,30.0,2025-04-09
30012857,RECTIFICADO,CLUSTER_5,2025-01-14,512,30.0,2025-04-09
30012858,12EFG4K HID C-12858 (REM 1720),CLUSTER_5,2024-12-14,543,30.0,2025-03-09
30013013,CAMBIO DE BABERO CAMION 13013,CLUSTER_5,2024-12-23,534,30.0,2025-03-08
30013014,3 KG GRASA,CLUSTER_5,2024-12-02,555,30.0,2025-02-15
30013014,CUBETA DE ACEITE DE TRANSMISION CAMBIO D,CLUSTER_5,2024-12-02,555,30.0,2025-02-15
30013014,FILTRO DE ACEITE TRANSMISION,CLUSTER_5,2024-12-02,555,30.0,2025-02-15
30013014,SERVO CLUTCH,CLUSTER_5,2024-12-02,555,30.0,2025-02-15
30013014,U.13014 OS.GCCT13014-18122024-LLT REPARA,CLUSTER_5,2025-01-03,523,30.0,2025-03-19
30013042,"MANGUERA DE 1/2, CAMION 13042",CLUSTER_5,2024-12-12,545,30.0,2025-02-25
30013042,REPARACION DE MANGUERAS PARA TALLER,CLUSTER_5,2024-12-12,545,30.0,2025-02-25
30013055,CORRECCION ELECTRICA SM,CLUSTER_5,2025-01-03,523,30.0,2025-03-19
30013055,U.13055 OS.GCCT-23122024-LLT CORRECCION,CLUSTER_5,2025-01-03,523,30.0,2025-03-19
30013219,DISCOS DE PRENSA,CLUSTER_5,2024-12-23,534,30.0,2025-03-08
30013219,PRENSA REFACCION,CLUSTER_5,2024-12-23,534,30.0,2025-03-08
30013219,RECTIFICACION DE VOLANTE,CLUSTER_5,2024-12-23,534,30.0,2025-03-08
30013219,"SUBIR Y BAJAR TRANSMISION MANO DE OBRA,",CLUSTER_5,2024-12-23,534,30.0,2025-03-08
30013409,Envio,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013409,Filtro de aceite con junta,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013409,Filtro de aire principal,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013409,Filtro de aire secundario,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013409,Filtro de urea (Bosch),CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013409,"Manguera para aire 1/2"" x 20 mts",CLUSTER_5,2024-12-09,548,30.0,2025-03-04
30013409,REPARACION DE FALDON,CLUSTER_5,2025-01-13,513,30.0,2025-04-08
30013409,ROTULACION,CLUSTER_5,2025-01-13,513,30.0,2025-04-08
30013410,Envio,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013410,Filtro de aceite con junta,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013410,Filtro de aire principal,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013410,Filtro de aire secundario,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013410,Filtro de urea (Bosch),CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013410,"Manguera para aire 3/4"" x 15 mts",CLUSTER_5,2024-12-09,548,30.0,2025-03-04
30013411,Desponche externo REM 7672 CR13411,CLUSTER_5,2024-12-02,555,30.0,2025-02-25
30013411,Envio,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013411,Filtro de aceite con junta,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013411,Filtro de aire principal,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013411,Filtro de aire secundario,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013411,Filtro de urea (Bosch),CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013412,Envio,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013412,Filtro de aceite con junta,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013412,Filtro de aire principal,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013412,Filtro de aire secundario,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013412,Filtro de urea (Bosch),CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013413,Envio,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013413,Filtro de aceite con junta,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013413,Filtro de aire principal,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013413,Filtro de aire secundario,CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30013413,Filtro de urea (Bosch),CLUSTER_5,2025-01-22,504,30.0,2025-04-17
30004229,AMORTIGUADORES 83120,CLUSTER_21,2024-05-21,750,29.9,2024-10-03
30004229,GRANADA DE TENSOR T240R,CLUSTER_21,2024-05-21,750,29.9,2024-10-03
30005763,SALIR A CAMPO A REPARAR Y CAMBIAR MANGUE,CLUSTER_1,2025-08-13,301,29.9,2025-11-06
30007046,CAMARA ENDOSCOPICA,CLUSTER_1,2025-08-11,303,29.9,2025-11-04
30012835,COMPRESOR MONOCILINDRICO,CLUSTER_5,2024-07-23,687,29.9,2024-10-16
30012835,DESEMPIEDRE DE CONCRETO GCC C12835,CLUSTER_5,2024-05-24,747,29.9,2024-08-17
30012856,ACEITE DE MOTOR 12836,CLUSTER_5,2024-08-01,678,29.9,2024-10-25
30012856,MANO DE OBR,CLUSTER_5,2024-06-03,737,29.9,2024-08-27
30012856,REVICION DE COMPRESO,CLUSTER_5,2024-06-03,737,29.9,2024-08-27
30004366,LIMPIEZA DE OLLA DE CAMION 366,CLUSTER_24,2024-12-12,545,29.8,2025-03-17
30004411,polea loca cr 4411,CLUSTER_1,2025-08-07,307,29.8,2025-10-31
30005757,4902921PX INYECTOR RECON MOTOR CUMMINS I,CLUSTER_1,2025-08-06,308,29.8,2025-10-30
30005757,BANDERAZO  SALIDA PINOS ALTOS,CLUSTER_1,2025-08-08,306,29.8,2025-11-01
30005757,REVICION DE NIVELES Y ENGRASADO DE PERIQ,CLUSTER_24,2024-12-18,539,29.8,2025-03-23
30005757,UNIDAD TECNICO  FOLIO DE COTIZACION TEC-,CLUSTER_1,2025-08-08,306,29.8,2025-11-01
30005761,C - 5761REPARACION DE 4 TENSORES  O.S 65,CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30005761,GRANADA CUELLO DE GANZO 229610,CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30005761,MANO DE OBRA: REPARACION DE4 TENSORES,CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30005761,U.5761  No. nota  1742  Servicio de Desp,CLUSTER_1,2025-08-06,308,29.8,2025-10-30
30005761,U.5761 OS.194629	REPARACION DE FALLA EN,CLUSTER_24,2025-01-03,523,29.8,2025-04-08
30005763,FLECHA DE MANDO 51659,CLUSTER_24,2024-12-26,531,29.8,2025-03-31
30005763,JGO DE EMPAQUES K3288,CLUSTER_24,2024-12-26,531,29.8,2025-03-31
30005764,U.5764 OS.194425	RETEN DE TOMA DE FUERZA,CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30005764,U.5764 OS.194610	(RESCATE) REEMPLAZO DE,CLUSTER_24,2024-12-26,531,29.8,2025-03-31
30005765,FABRICACION E INSTALACION DE BABERO Y CA,CLUSTER_24,2024-12-22,535,29.8,2025-03-27
30005765,LIGA DE LINEA DE ACEITE DE BOMBA SUSTRAN,CLUSTER_24,2024-12-18,539,29.8,2025-03-23
30005765,REEMPLAZO DE MANGUERAS DE ROTOCHAMBER RE,CLUSTER_24,2024-12-18,539,29.8,2025-03-23
30005765,SOLDAR TANQUE DE AGUA PARA LAVOADO DE CA,CLUSTER_24,2024-12-26,531,29.8,2025-03-31
30006162,U.6162 OS.194587	REPARACION DE CAJA DE D,CLUSTER_24,2024-12-26,531,29.8,2025-03-31
30006163,U.6163  No. nota  449  Servicio de Despo,CLUSTER_1,2025-08-06,308,29.8,2025-10-30
30006163,U.6163 OS. 194539 REEMPLAZO DE INYECTORE,CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30006164,U.6164 OS.194520	REEMPLAZO DE VALVULA DE,CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30006299,MANGUERA 5/8PUL SER LIGERO ADAPTAFLEX,CLUSTER_7,2025-02-17,478,29.8,2025-05-28
30006302,U.6302  No. nota  1744  Servicio de Desp,CLUSTER_1,2025-08-06,308,29.8,2025-10-30
30006302,"U.6302 OS.194473	REEMPLAZO DE BATERIAS,",CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30006302,U.6302 OS.194552	(RESCATE) REEMPLAZO DE,CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30006598,U.6598 OS.194586	REEMPLAZO DE INYECTOR #,CLUSTER_24,2024-12-26,531,29.8,2025-03-31
30006601,ACEITE HIDRAULICO NUNO 68 19LT,CLUSTER_7,2025-02-17,478,29.8,2025-05-28
30006601,ELECTRODO 1/8PUL 6010,CLUSTER_7,2025-02-18,477,29.8,2025-05-29
30006601,ELECTRODO 1/8PUL 7018,CLUSTER_7,2025-02-18,477,29.8,2025-05-29
30006603,U.6603 OS.194615	REEMPLAZO DE BAYONETA D,CLUSTER_24,2024-12-26,531,29.8,2025-03-31
30006605,6605	194682	REEMPLAZO DE SENSOR DE PRESI,CLUSTER_24,2025-01-09,517,29.8,2025-04-14
30006608,ACEITE MOBIL DTE 26 19LT,CLUSTER_7,2025-05-06,400,29.8,2025-08-24
30006608,U.6608 OS. 194549 REPARACION DE FUGAS DE,CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30007044,CONECTOR MACHO 1/4,CLUSTER_1,2025-08-06,308,29.8,2025-10-30
30007044,CONECTOR TUBING 3/4,CLUSTER_1,2025-08-06,308,29.8,2025-10-30
30007044,GATES -TUBING PARA FRENOS DE AIRE,CLUSTER_1,2025-08-06,308,29.8,2025-10-30
30007046,2377 LEVANTADOR MAGNETICO 3.6KG C/PTA MO,CLUSTER_1,2025-08-08,306,29.8,2025-11-01
30007046,RECOGEDOR MECANICO D/OBJETOS M. 396 600,CLUSTER_1,2025-08-08,306,29.8,2025-11-01
30007046,REPARACION ESPEJO DE OLLA C - 7046 O.S 1,CLUSTER_24,2024-12-12,545,29.8,2025-03-17
30007046,U.7046  No. nota  1745  Servicio de Desp,CLUSTER_1,2025-08-06,308,29.8,2025-10-30
30009428,U.9428 OS.194643	(RESCATE) REEMPLAZO DE,CLUSTER_24,2025-01-03,523,29.8,2025-04-08
30009429,BUJE DE APOYO DE TUBO DEL ESCAPE,CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30009429,"U.9429 OS.193097	EMPACAR TOMA DE FUERZA,",CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30009430,INSTALACION DE ARREADORES Y ASPAS  C - 9,CLUSTER_24,2024-12-12,545,29.8,2025-03-17
30009430,U.9430 OS.193066	REEMPLAZO DE INYECTOR #,CLUSTER_24,2024-12-12,545,29.8,2025-03-17
30009430,U.9430 OS.194409	REEMPLAZO DE INYECTOR #,CLUSTER_24,2024-12-12,545,29.8,2025-03-17
30009431,U. 9431 OS. 1884 REPARACION ESPEJO INTER,CLUSTER_1,2025-08-08,306,29.8,2025-11-01
30009432,U.9432 OS.194655	(RESCATE) REEMPLAZO DE,CLUSTER_24,2025-01-03,523,29.8,2025-04-08
30009627,SERVICIO DE MANTENIMENTO EQUIPO MOVIL TR,CLUSTER_4,2026-02-17,113,29.8,2026-03-19
30009636,U.9636 OS.194657	REPARACION DE SISTEMA E,CLUSTER_24,2025-01-03,523,29.8,2025-04-08
30012193,U.12193 OS. 194541	REPARACION DE SISTEMA,CLUSTER_24,2024-12-23,534,29.8,2025-03-28
30012856,5 METROS DE BANDA DE ¼ DE ESPESOR,CLUSTER_5,2024-04-02,799,29.8,2024-06-26
30004229,"CALIBRAR PRENSA, REEMPLAZO DE EMBRAGUE O",CLUSTER_24,2024-11-11,576,29.7,2025-02-14
30004360,BASE DE FILTRO DE AIRE,CLUSTER_24,2024-11-15,572,29.7,2025-02-18
30004360,DIAGNOSTICO DE FALLA REPARACION DEL SIST,CLUSTER_24,2024-11-15,572,29.7,2025-02-18
30004366,"REVICION DE SISTEMA ELECTRICO DE CAMION,",CLUSTER_24,2024-11-14,573,29.7,2025-02-17
30004366,SERVICIO DE GRUA  CR 366,CLUSTER_24,2024-12-02,555,29.7,2025-03-07
30004367,DIAGNOSTICO Y BAJAR REVOLUCIONES	,CLUSTER_1,2025-05-29,377,29.7,2025-08-27
30004367,EMPACAR FLECHA LATERAL 	,CLUSTER_1,2025-05-29,377,29.7,2025-08-27
30004367,EMPAQUE FLECHA LATERAL 5/8	,CLUSTER_1,2025-05-29,377,29.7,2025-08-27
30004367,REEMPLAZAR REPUESTO A PISTÓN	DE TRANSMIS,CLUSTER_1,2025-05-29,377,29.7,2025-08-27
30004367,REPUESTO DE PISTON PARA TRANSMISION	,CLUSTER_1,2025-05-29,377,29.7,2025-08-27
30004367,REVISAR FUNCIONAMIENTO DE TRANSMISION FU,CLUSTER_1,2025-05-29,377,29.7,2025-08-27
30004367,VÁLVULA 3 LIGAS	,CLUSTER_1,2025-05-29,377,29.7,2025-08-27
30004368,CAMBIO DE MOLOTE DE OLLA DE CONCRETO PRE,CLUSTER_24,2024-11-21,566,29.7,2025-02-24
30004368,VALVULA DE SELENOIDE DE ABANICO,CLUSTER_24,2024-11-21,566,29.7,2025-02-24
30004411,REPARACION DE CORTO EN SITEMA DE ENCENDI,CLUSTER_24,2024-12-03,554,29.7,2025-03-08
30004418,AJUSTE DE TUERCAS DE TRANSMISION,CLUSTER_24,2024-11-29,558,29.7,2025-03-04
30004418,BOTON DE PALANCON,CLUSTER_24,2024-11-29,558,29.7,2025-03-04
30004418,INSTALACION DE CLUTCH Y PRENSA,CLUSTER_24,2024-11-29,558,29.7,2025-03-04
30004418,INSTALACION DE ESPEJO RETROVISOR LADO IZ,CLUSTER_24,2024-11-29,558,29.7,2025-03-04
30004418,INSTALACION DE ROTACHAMBER EN MINA MASCO,CLUSTER_24,2024-11-29,558,29.7,2025-03-04
30004418,INSTALACION DE ROTACHAMBER Y BOTON,CLUSTER_24,2024-11-29,558,29.7,2025-03-04
30004418,PULIDO,CLUSTER_1,2025-07-30,315,29.7,2025-10-23
30004418,REPARACION DE CORTO EN MARCHA Y CAJA DE,CLUSTER_24,2024-11-29,558,29.7,2025-03-04
30004418,REPARACION DE TIRANTE DE TANQUE DE AGUA,CLUSTER_24,2024-11-29,558,29.7,2025-03-04
30004418,REVICION DE FUGA DE AGUA Y CAMBIO DE BOM,CLUSTER_24,2024-10-28,590,29.7,2025-01-31
30004418,REVICION DE LUCES EN GENERAL Y PONER PLA,CLUSTER_24,2024-10-28,590,29.7,2025-01-31
30004418,TACONES GOMAS,CLUSTER_1,2025-07-30,315,29.7,2025-10-23
30004443,- GAS REFRIGERANTE,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30004443,BANDA A/C ISM & DETROIT 3S6272 = AX52,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30004443,COMPRESOR A/C S/POLEAT600,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30004443,LIMPIEZA Y SOLDAR RADIADOR,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30004443,MANGUERA CAPRI 3/4PUL,CLUSTER_7,2025-04-29,407,29.7,2025-08-17
30004443,MANGUERA P/ AIRE ACONDICIONADO,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30004443,MANGUERA PARA A/C,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30004443,PLAFÓN LATERAL ROJO,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30004443,POLEA AJUSTE BANDA c/ 6204-2RS,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30004443,"POLEA COMPRESOR A/C 2 GROOVE, 1 WIRE",CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30004443,SALVAVIDAS ACERO,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30004443,SOPORTE PARA COMPRESOR A/C T300,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30005348,CODO DE 5/32 TUBING A 1/8 NPT,CLUSTER_1,2025-06-02,373,29.7,2025-08-31
30005757,ACTIVADOR DE VGT DE TURBO,CLUSTER_24,2024-11-29,558,29.7,2025-03-04
30005757,LUCES TRASERAS CON CABLE,CLUSTER_1,2025-07-30,315,29.7,2025-10-23
30005757,REPARACION Y ENDEREZADO DE ESTRIVOS DE A,CLUSTER_24,2024-11-21,566,29.7,2025-02-24
30005759,CAMBIO DE MOTOR HIDRAULICO,CLUSTER_1,2025-07-30,315,29.7,2025-10-23
30005759,CONEXION DE FOCOS CON CABLE,CLUSTER_1,2025-07-30,315,29.7,2025-10-23
30005759,ENDEREZADO Y SOLDADURA DE CANALON,CLUSTER_1,2025-07-30,315,29.7,2025-10-23
30005759,LLANTA 24.5,CLUSTER_1,2025-07-30,315,29.7,2025-10-23
30005760,SONDEO Y TANQUE DE RADIADOR,CLUSTER_24,2024-12-03,554,29.7,2025-03-08
30005760,U. 5760 OS. 195924(PLANTA) SISTEMA ELECT,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30005761,HOJA P/ BRAZO LIMPIABRISAS BLADE-WIPER,CLUSTER_1,2025-07-31,314,29.7,2025-10-24
30005761,SERVICIO EXTINTORES - POLVO QUIMICO SECO,CLUSTER_1,2025-07-31,314,29.7,2025-10-24
30005765,MONTAJE DE LLANTA Y CAMBIO DE BIRLOS,CLUSTER_24,2024-11-21,566,29.7,2025-02-24
30006161,CAMBIO DE CANALON PRIMARIO Y SECUNDARIO,CLUSTER_24,2024-11-21,566,29.7,2025-02-24
30006161,FABRICACION E INSTSLACION DE MOLDURAS  L,CLUSTER_24,2024-11-21,566,29.7,2025-02-24
30006161,FABRICACION E INSTSLACION DE SECCION TRA,CLUSTER_24,2024-11-21,566,29.7,2025-02-24
30006161,INSTALACION DE LUCES LATERALES Y TRASERA,CLUSTER_24,2024-11-21,566,29.7,2025-02-24
30006300,CODO DE 45 TERMINAL MACHO 1/2,CLUSTER_1,2025-07-31,314,29.7,2025-10-24
30006300,FUSIBLE CLAVIJA 5 A. = AT05,CLUSTER_1,2025-07-31,314,29.7,2025-10-24
30006300,LIGA 3X32,CLUSTER_1,2025-07-31,314,29.7,2025-10-24
30006300,PORTAFUSIBLE CON CABLE,CLUSTER_1,2025-07-31,314,29.7,2025-10-24
30006300,SWITCH 2 PASOS MOMENTANEO 50 APM,CLUSTER_1,2025-07-31,314,29.7,2025-10-24
30006300,U. 6300 OS. 195855(TALLER) RECARGAR GAS,CLUSTER_1,2025-07-31,314,29.7,2025-10-24
30006301,U.6301 OS.194424	(RESCATE) REEMPLAZO DE,CLUSTER_24,2024-11-30,557,29.7,2025-03-05
30006302,"RECTIFICADO DE VOLANTE, REEMPLAZO DE EMB",CLUSTER_24,2024-11-15,572,29.7,2025-02-18
30006302,"REDUCCION DE 1/4"" A 1/8"" 209P-4-2",CLUSTER_24,2024-11-15,572,29.7,2025-02-18
30006598,U.6598 OS.194423	(RESCATE) REEMPLAZO DE,CLUSTER_24,2024-12-03,554,29.7,2025-03-08
30006600,LUBRICANTE SUPER AFLOJATODO,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30006601,ACEITE DE TRASMISION,CLUSTER_24,2024-10-03,615,29.7,2025-01-16
30006601,CONECTOR DISTRIBUIDOR,CLUSTER_1,2025-06-02,373,29.7,2025-08-31
30006601,RETEN DE YUGO DE TRASMISION,CLUSTER_24,2024-10-03,615,29.7,2025-01-16
30006603,MANGUERAS DE 3/8 CON CONEXIONES FLARE RE,CLUSTER_1,2025-07-31,314,29.7,2025-10-24
30006605,GARBANZO BRONCE 5/8,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30006605,OS. 192961 U. 6605 CAMBIO DE SWITCH CONT,CLUSTER_24,2024-12-03,554,29.7,2025-03-08
30006605,U. 6605 OS. 195891(TALLER) REPARAR LINEA,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30006606,CONECTOR TUBIN G 1/2 MACHO NPT,CLUSTER_1,2025-06-02,373,29.7,2025-08-31
30006606,GARBANZO 1/2,CLUSTER_1,2025-06-02,373,29.7,2025-08-31
30006606,TUBING PARA FRENO AIRE 1/2,CLUSTER_1,2025-06-02,373,29.7,2025-08-31
30006606,TUERCA COMPRESION 1/2,CLUSTER_1,2025-06-02,373,29.7,2025-08-31
30006610,KIT DE HERRAJE P/FRENOS /100.4709.11 / S,CLUSTER_1,2025-06-02,373,29.7,2025-08-31
30006612,REVICION DE LUCES EN GENERAL Y REPARACIO,CLUSTER_24,2024-11-29,558,29.7,2025-03-04
30006612,UNIDADES COMPLETAS DE FOCOS FRONTALES,CLUSTER_24,2024-11-29,558,29.7,2025-03-04
30007044,INSTALACION DE ARREADORES EN OLLA,CLUSTER_24,2024-12-04,553,29.7,2025-03-09
30007044,U.7044 OS.192980	REVISION DE SISTEMA ELE,CLUSTER_24,2024-12-03,554,29.7,2025-03-08
30007044,U.7044 OS.194391	REEMPLAZO DE INYECTOR #,CLUSTER_24,2024-12-03,554,29.7,2025-03-08
30007045,AFLOJATODO EN SPRAY 283ML,CLUSTER_1,2025-06-02,373,29.7,2025-08-31
30007046,CABLE 14AWG THW 600V MONOPOLAR,CLUSTER_7,2025-04-28,408,29.7,2025-08-16
30007046,ELECTRODO 1/8PUL 6010,CLUSTER_7,2025-04-28,408,29.7,2025-08-16
30007046,INSTALACION DE ARREADORES Y MARIPOSA EN,CLUSTER_24,2024-11-15,572,29.7,2025-02-18
30009428,U.9428 OS.192978	REPARAR LUCES DE TRABAJ,CLUSTER_24,2024-11-30,557,29.7,2025-03-05
30009430,ELABORACION DE ESPEJO C - 9430 O.S 1586,CLUSTER_24,2024-12-03,554,29.7,2025-03-08
30009431,FOCO TRANSPARENTE,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
30009631,MANGUERAS  DE 2 MALLAS CON CONEXIONES PR,CLUSTER_1,2025-08-02,312,29.7,2025-10-26
